System_ID,System_Type,Location,Stack_Direction,System_Name,Category,#,Layer,Material,Thickness_in,Approx_R_Value,Connection,Fastener,Fastener_Size,Layer_Type,Fill,Fastener_Icon,Fastener_Spacing_OC_in,Min_Edge_Dist_in,Min_End_Dist_in,Fastener_Pattern,Typ_Module_Width_in,Element_Spacing_OC_in,Cavity_Depth_in,Control_Joint_Spacing_ft,Draw_Module_Joints,Draw_Control_Joints,Draw_Fastener_Graphics,Detail_Max_Module_Joints,Detail_Min_Feature_Px,Config_Key,Config_Value,Sheet_Order,Diagram_Detail_Level,Diagram_Label,Diagram_Hatch,Diagram_Section_Zones_JSON,Diagram_Plan_Zones_JSON,View_Orientation,View_Reverse,View_Top_Label,View_Bottom_Label,Drawing_Note,Plan_Draw_Layers,Plan_Implementation_Grid_in
A4-13,clt_wall_courtyard_void,courtyard_void,wall_interior_to_exterior,Courtyard Void Wall,Special / Project,3,Concealed Drainage Channel,Stainless steel drainage groove at CLT base - flush mounted,1,0,Drainage channel -------> CLT base + concrete slab edge,Stainless steel machine screws,#10 x 1.5 in SS,METAL,METAL,,8,0.5,0.75,Single row - 8 in o.c. - countersunk flush with grate,Continuous (linear drain),,,,,,,,,,,,,,,,,,,,,SS316 screws at 8 in o.c.; countersunk flush with drain grate surface; slope drain channel min 1/8 in per ft to outlet; SS316 for exterior exposure,wall,
A4-13,clt_wall_courtyard_void,courtyard_void,wall_interior_to_exterior,Courtyard Void Wall,Special / Project,4,Vapor / Weather Barrier at Void,Self-adhered membrane at CLT face exposed to void - fully adhered,0.125,0,Membrane -------> CLT panel void-facing surface - fully adhered,Taped seams,N/A,MEMBRANE,MEMBRANE,,N/A,N/A,N/A,Fully adhered - 6 in lap at all seams,Continuous,,,,,,,,,,,,,,,,,,,,,Fully adhered to void-facing CLT; lap seams 6 in; tape all seams + penetrations; no breaks or bridging; prime CLT surface,wall,
A4-13,clt_wall_courtyard_void,courtyard_void,wall_interior_to_exterior,Courtyard Void Wall,Special / Project,5,Exterior CLT Void Face,5-ply exposed CLT panel - UV-stable low-VOC clear matte - exterior grade,5,6,CLT void face -------> structural bearing wall system,Concealed CLT structural connectors,5/16 in x 5 in STS typ.,CLT,CLT,,6,1.5,2.5,STS at bearing per A4-04; concealed angles at floor lines per shop drawings,48–96,,,,,,,,,,,,,,,,,,,,,UV-stable exterior grade finish on 5-ply CLT; no exposed fasteners on void face; connectors per A4-04 and structural shop drawings.,wall,48
A4-13,clt_wall_courtyard_void,courtyard_void,wall_interior_to_exterior,Courtyard Void Wall,Special / Project,TOTAL,—,—,13.625,22.0,—,—,—,—,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,wall,
A4-14,balcony_terrace_assembly,balcony,slab_top_to_bottom,Balcony Terrace,Special / Project,1,Thermally Modified Wood Decking,Accoya or thermally modified ash boards - pre-oiled matte finish,1.5,1,Decking -------> adjustable plastic pedestals below - set loose,N/A (set on pedestals),N/A,WOOD,WOOD,,12–16 (pedestal spacing),N/A,N/A,Boards set loose on pedestals at 12–16 in o.c. ea. way,4–6 (board width); 3/16 gap between boards,,,,,,,,,,,14,,BALCONY / TERRACE ASSEMBLY,p-WOOD,"[{""nx"":0.9077669902912622,""ny"":0.3342857142857143,""nw"":0.02912621359223301,""nh"":0.04,""nlx"":0.9223300970873787,""nly"":0.3457142857142857}]","[{""nx"":0.8865740740740741,""ny"":0.08506944444444445,""nw"":0.18518518518518517,""nh"":0.1736111111111111,""nlx"":0.9791666666666666,""nly"":0.171875}]",FLOOR,0,↓ DECKING SURFACE,↑ STRUCTURE,Boards set loose; 3/16 in gaps between boards; pedestals at 12–16 in o.c. ea. way; ±1 in height adjustment; cut ends sealed,floor,
A4-14,balcony_terrace_assembly,balcony,slab_top_to_bottom,Balcony Terrace,Special / Project,2,Adjustable Plastic Pedestals,Recycled HDPE adjustable pedestals - leveling system,2,0,Pedestals -------> drainage protection board below - adjustable,N/A (adjustable),N/A,MISC,MISC,,12–16 (pedestal grid),N/A,N/A,Pedestal grid at 12–16 in o.c. ea. way - adjustable height,12–16 in o.c. grid,,,,,,,,,,,,,,,,,,,,,Adjustable HDPE pedestals; ±1 in height range; corner tabs maintain consistent board gaps; locate at all board ends + intermediate supports,floor,
A4-14,balcony_terrace_assembly,balcony,slab_top_to_bottom,Balcony Terrace,Special / Project,3,Drainage Protection Board,Rigid drainage + protection board - HDPE studded mat,0.375,0,Protection board -------> waterproof membrane below - loose laid,N/A (loose laid),N/A,MISC,MISC,,N/A,N/A,N/A,Loose-laid - butt joints tight - overlap 2 in at seams,24 x 24 (board size),,,,,,,,,,,,,,,,,,,,,Loose-laid protection boards; butt joints tight; overlap 2 in at seams; extend to all drain locations; protect membrane from pedestal loads,floor,
A4-14,balcony_terrace_assembly,balcony,slab_top_to_bottom,Balcony Terrace,Special / Project,4,Waterproof Membrane,Liquid-applied PMMA or polyurethane membrane - two-coat system,0.25,0,Membrane -------> concrete slope below - roller applied - fully adhered,Roller applied - fully adhered,N/A,MEMBRANE,MEMBRANE,,N/A,N/A,N/A,Roller-applied continuous - 2 coats - fully cured,Continuous,,,,,,,,,,,,,,,,,,,,,Two-coat liquid-applied; 1st coat 1.5 kg/m2; 2nd coat 1.5 kg/m2; turn up at walls min 6 in; flood-test 24 hr before overburden,floor,
A4-14,balcony_terrace_assembly,balcony,slab_top_to_bottom,Balcony Terrace,Special / Project,5,Tapered Concrete Topping,Cast-in-place concrete topping - sloped min. 1/4 in per ft to drain,1.5,0.2,Concrete topping -------> CLT structural slab extension,Cast in place over CLT,N/A,CONCRETE,CONCRETE,,N/A,N/A,N/A,Cast in place - min 1/4 in per ft slope to drain,Continuous,,,,,,,,,,,,,,,,,,,,,Min 1/4 in per ft slope to drain; min 1.5 in at drain; bond break + control joints at edges + every 5 ft o.c. ea. way,floor,
A4-14,balcony_terrace_assembly,balcony,slab_top_to_bottom,Balcony Terrace,Special / Project,6,Structural Thermal Break,Schock Isokorb structural thermal break at cantilevered slab edge,2.5,10,Thermal break -------> interior CLT slab edge + balcony extension,Integrated structural connectors - factory set,Varies by manufacturer,MISC,MISC,,Per manufacturer,Per manufacturer,Per manufacturer,Integrated structural connectors - continuous element,Per mfr (typ. 12–24 in module width),,,,,,,,,,,,,,,,,,,,,Isokorb at exterior slab edge; structural capacity per engineer; provide min R-10 thermal path; coordinate balcony rebar with mfr rebar layout,floor,
A4-14,balcony_terrace_assembly,balcony,slab_top_to_bottom,Balcony Terrace,Special / Project,7,CLT Structural Slab,5-ply CLT panel - cantilevered or beam-supported at balcony,5,6,CLT slab -------> building structure at bearing point,Structural screws at bearing,5/16 in x 10 in,CLT,CLT,,6,1.5,2.5,Single row at bearing edge,48–96,,,,,,,,,,,,,,,,,,,,,STS at 6 in o.c. at bearing; cantilever extent per structural engineer; waterproof-seal all CLT edges + cut faces before overburden,floor,48
A4-14,balcony_terrace_assembly,balcony,slab_top_to_bottom,Balcony Terrace,Special / Project,TOTAL,—,—,13.125,17.2,—,—,—,—,,,—,—,—,—,—,,,,,,,,,,,,,,,,,,,,,—,floor,
A4-15,rainwater_cistern_courtyard,typical,special,Rainwater to Cistern,Special / Project,1,Roof Drain + Membrane Flange,Domed roof drain or scupper with hot-mopped or adhered membrane clamp ring at CLT or green roof finish,0.5,0,Drain body -------> structural deck or tapered insulation - flashed continuous,Stainless clamp ring bolts,Per drain mfr,METAL,METAL,,Per mfr,0.5,0.75,Clamp ring pattern per manufacturer - watertight to roofing,Per drain,,,,,,,,,,,15,,RAINWATER (ROOF TO CISTERN),p-GRAVEL_SOIL,"[{""nx"":0.1407766990291262,""ny"":0.95,""nw"":0.1941747572815534,""nh"":0.04285714285714286,""nlx"":0.23786407766990292,""nly"":0.9714285714285714}]",[],SPECIAL,0,,,Tie into A4-03 roof assembly; min 1/4 in per ft flow to drain; coordinate with structural opening; SS clamp hardware at membrane interface,wall,
A4-15,rainwater_cistern_courtyard,typical,special,Rainwater to Cistern,Special / Project,2,Vertical Leaders + Horizontal Storm Piping,PVC Schedule 40 conductors from roof drains to underground routing - 4 in dia. typ.,4,0,Leaders -------> cistern inlet structure - solvent-welded runs,PVC solvent weld,N/A,MISC,MISC,,N/A,N/A,N/A,Continuous slope min 1/8 in per ft vertical; horizontal min 1/4 in per ft to cistern,4 in dia.,,,,,,,,,,,,,,,,,,,,,Size per plumbing engineer; cleanouts at base of each leader; trap primer or dry trap detail per code; label non-potable at building,wall,
A4-15,rainwater_cistern_courtyard,typical,special,Rainwater to Cistern,Special / Project,3,Underground Cistern,Polyethylene or concrete rainwater storage tank - min. 500 gal - access hatch,48.0,0,Tank -------> compacted granular bedding in excavation,N/A (set in place),N/A,MISC,MISC,,N/A,N/A,N/A,Set level on 6 in crushed stone bed - backfill per geotech,min 500 gal,,,,,,,,,,,,,,,,,,,,,Lockable manhole; screen inlet; dual compartment optional for settling; coordinate loads with A4-19 podium where stacked Representative depth for diagram only; verify with civil/MEP.,wall,
A4-15,rainwater_cistern_courtyard,typical,special,Rainwater to Cistern,Special / Project,4,Overflow + Storm Relief,Emergency overflow weir or parallel storm connection before rim overflow to public storm,48.0,0,Overflow -------> approved storm discharge - gravity,PVC or HDPE,N/A,MISC,MISC,,N/A,N/A,N/A,Overflow invert min 2 in below rim; trap or flap valve per AHJ,Per civil,,,,,,,,,,,,,,,,,,,,,Never allow cistern to surcharge against building; overflow sized to 100-yr roof flow or per civil; mosquito screen at all vents Representative depth for diagram only; verify with civil/MEP.,wall,
A4-15,rainwater_cistern_courtyard,typical,special,Rainwater to Cistern,Special / Project,5,Reuse Distribution to Courtyard,Pressurized non-potable service - pump - filter - drip / irrigation manifold to A4-18 tree soil zone,48.0,0,Pump skid -------> cistern outlet - electrical interlock,Mechanical connections per MEP,N/A,MISC,MISC,,N/A,N/A,N/A,Coordinate with landscape irrigation zones - purple pipe where required,Per landscape,,,,,,,,,,,,,,,,,,,,,Connects green roof (A4-16) drainage strategy to courtyard planting; dual-use with A4-13 void drainage where approved; post UV or cartridge filter per use class Representative depth for diagram only; verify with civil/MEP.,wall,
A4-15,rainwater_cistern_courtyard,typical,special,Rainwater to Cistern,Special / Project,TOTAL,—,—,52.0,0,—,—,—,—,,,—,—,—,—,—,,,,,,,,,,,,,,,,,,,,,—,wall,
A4-16,green_roof_planting_well,typical,slab_top_to_bottom,Green Roof Planting Well,Special / Project,1,Planting Medium,Lightweight engineered growing medium - 35–40 pcf - amended for drainage,8,0,Growing medium -------> filter fabric below - placed loose,N/A (placed loose),N/A,GRAVEL_SOIL,GRAVEL_SOIL,,N/A,N/A,N/A,Placed loose as designed - level or per planting plan,Continuous,,,,,,,,,,,16,,GREEN / PLANTING WELL SYSTEM,p-GRAVEL_SOIL,"[{""nx"":0.22168284789644013,""ny"":0,""nw"":0.2912621359223301,""nh"":0.025714285714285714,""nlx"":0.3673139158576052,""nly"":0.012857142857142857}]","[{""nx"":0.6388888888888888,""ny"":0.5,""nw"":0.12962962962962962,""nh"":0.1388888888888889,""nlx"":0.7037037037037037,""nly"":0.5694444444444444}]",FLOOR,0,↓ PLANTING MEDIUM,↑ STRUCTURE,Max 35–40 pcf dead load; coordinate with structural; min 8 in for groundcovers; 18–24 in for shrubs; 36 in for small trees,floor,
A4-16,green_roof_planting_well,typical,slab_top_to_bottom,Green Roof Planting Well,Special / Project,2,Filter Fabric,Non-woven polypropylene geotextile - 4 oz/sq yd - lapped 12 in at seams,0.0625,0,Fabric -------> LECA drainage aggregate below - loose laid + lapped,N/A,N/A,GRAVEL_SOIL,GRAVEL_SOIL,,N/A,N/A,N/A,Loose-laid - 12 in lap at all seams + edges,Continuous,,,,,,,,,,,,,,,,,,,,,12 in lap at seams; turn up at planting well walls min 6 in; no tears - patch with compatible fabric; 4 oz/sq yd min weight,floor,
A4-16,green_roof_planting_well,typical,slab_top_to_bottom,Green Roof Planting Well,Special / Project,3,Drainage Aggregate (LECA),Lightweight expanded clay aggregate - 3–4 in drainage layer,3,0,LECA -------> dimple drainage mat below - placed loose,N/A (placed loose),N/A,GRAVEL_SOIL,GRAVEL_SOIL,,N/A,N/A,N/A,Placed loose - min 3 in depth,Continuous (min 3 in),,,,,,,,,,,,,,,,,,,,,Min 3 in LECA drainage layer; wrapped in filter fabric above + below; slope to overflow drain; no fines in LECA,floor,
A4-16,green_roof_planting_well,typical,slab_top_to_bottom,Green Roof Planting Well,Special / Project,4,Dimple Drainage Mat,HDPE dimple drainage mat - 8mm studs - loose laid,0.75,0,Dimple mat -------> HDPE root barrier below - loose laid,N/A,N/A,MISC,MISC,,N/A,N/A,N/A,Loose-laid - overlap 6 in at seams - studs face up,Continuous,,,,,,,,,,,,,,,,,,,,,Overlap 6 in at all seams; studs face up; trim at edges; wrap at corners; dimple mat protects root barrier from LECA,floor,
A4-16,green_roof_planting_well,typical,slab_top_to_bottom,Green Roof Planting Well,Special / Project,5,HDPE Root Barrier,HDPE root barrier sheet - heat-welded seams,0.0625,0,Root barrier -------> waterproof membrane below - heat-welded seams,Heat-weld iron at seams,N/A,MEMBRANE,MEMBRANE,,N/A,N/A,N/A,Heat-welded seams - 2 in min lap - continuous,Continuous,,,,,,,,,,,,,,,,,,,,,Heat-weld iron at all seams with 2 in min lap; turn up at planting well walls min 6 in; no penetrations allowed; HDPE 60 mil min,floor,
A4-16,green_roof_planting_well,typical,slab_top_to_bottom,Green Roof Planting Well,Special / Project,6,Waterproof Membrane,Liquid-applied polyurethane membrane - two-coat system - fully cured,0.25,0,Membrane -------> CLT deck or concrete slab top face - fully adhered,Roller applied + taped at terminations,N/A,MEMBRANE,MEMBRANE,,N/A,N/A,N/A,Roller-applied continuous - 2 coats - fully cured before overburden,Continuous,,,,,,,,,,,,,,,,,,,,,Two-coat liquid-applied; allow full cure min 24 hr; flood-test before any overburden; turn up at walls min 6 in; tape terminations,floor,
A4-16,green_roof_planting_well,typical,slab_top_to_bottom,Green Roof Planting Well,Special / Project,7,Structural Base — CLT Deck (typical),5-ply CLT panel - structural base,5,6,CLT deck or slab -------> structural bearing walls or beams,Structural screws (CLT) or cast in place (concrete),5/16 in x 10 in (CLT); N/A (concrete),CLT,CLT,,6,1.5,2.5,Single row at bearing edge (CLT); cast in place (concrete),48–96 (CLT) or continuous (concrete slab),,,,,,,,,,,,,,,,,,,,,Use one structural base type per location; deep courtyard soil: A4-18.,floor,48
A4-16,green_roof_planting_well,typical,slab_top_to_bottom,Green Roof Planting Well,Special / Project,8,Structural Base — Concrete Slab (alternate),4 in cast-in-place concrete slab,5,6,CLT deck or slab -------> structural bearing walls or beams,Structural screws (CLT) or cast in place (concrete),5/16 in x 10 in (CLT); N/A (concrete),CONCRETE,CONCRETE,,6,1.5,2.5,Single row at bearing edge (CLT); cast in place (concrete),48–96 (CLT) or continuous (concrete slab),,,,,,,,,,,,,,,,,,,,,Use one structural base type per location; deep courtyard soil: A4-18.,floor,
A4-16,green_roof_planting_well,typical,slab_top_to_bottom,Green Roof Planting Well,Special / Project,TOTAL,—,—,17.125,6,—,—,—,—,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,floor,
A4-17,passive_ventilation_void_stack,courtyard_void,special,Passive Ventilation,Special / Project,1,Fixed Aluminum Louver at Roof Edge,Fixed aluminum extruded louver - anodized matte finish - at roof parapet,2,0,Louver -------> steel bracket at CLT parapet/roof structure,Stainless machine screws,#10 x 1.5 in SS,METAL,METAL,,10,0.5,0.75,Single row - 10 in o.c. at each frame member,Per louver length (typ. 36 in modules),,,,,,,,,,,17,,PASSIVE VENTILATION STRATEGY,p-AIR_GAP,"[{""nx"":0.5226537216828478,""ny"":0.02857142857142857,""nw"":0.10679611650485436,""nh"":0.8857142857142857,""nlx"":0.5760517799352751,""nly"":0.15}]","[{""nx"":0.6388888888888888,""ny"":0.11979166666666667,""nw"":0.12962962962962962,""nh"":0.3454861111111111,""nlx"":0.7037037037037037,""nly"":0.22395833333333334}]",SPECIAL,0,,,SS machine screws at 10 in o.c. at all mounting frame members; anodized aluminum; free area per ventilation engineer calcs,wall,
A4-17,passive_ventilation_void_stack,courtyard_void,special,Passive Ventilation,Special / Project,2,CLT Thermal Mass Wall at Void,5-ply exposed CLT panel - absorbs + re-radiates heat - drives chimney effect,5,6,CLT wall -------> structural bearing system,Concealed CLT structural connectors,5/16 in x 5 in STS typ.,CLT,CLT,,6,1.5,2.5,STS at bearing per A4-04; concealed angles at floor lines per shop drawings,48–96,,,,,,,,,,,,,,,,,,,,,5-ply CLT void wall face - untreated or clear matte only; maximize exposed thermal mass; no insulation on void-facing CLT; align connectors with A4-04.,wall,48
A4-17,passive_ventilation_void_stack,courtyard_void,special,Passive Ventilation,Special / Project,3,Vertical Void / Thermal Chimney Column,Unobstructed vertical air shaft at courtyard void (ref. A4-13),48.0,0,Air column -------> continuous from inlet at base to outlet at roof,N/A,N/A,AIR_GAP,AIR_GAP,,N/A,N/A,N/A,Continuous open air shaft - no obstructions allowed,Min 24 x 24 in free cross-section,,,,,,,,,,,,,,,,,,,,,Min 24 x 24 in unobstructed shaft cross-section; all services + structure clear of void; coordinate with structural + MEP layout,wall,
A4-17,passive_ventilation_void_stack,courtyard_void,special,Passive Ventilation,Special / Project,4,Air Inlet Gap at Undercroft,Screened gap at ground level/undercroft edge - insect mesh lined,6,0.5,Air inlet -------> base of ventilated void/chimney column,N/A,N/A,AIR_GAP,AIR_GAP,,N/A,N/A,N/A,Continuous gap - min 6 in clear opening - insect screened,6–12 in clear opening,,,,,,,,,,,,,,,,,,,,,Min 6 in clear opening; 18-mesh insect screen; screen frame mechanically attached; free area at least 50% of gross opening area; coordinate opening size with ventilation engineer,wall,
A4-17,passive_ventilation_void_stack,courtyard_void,special,Passive Ventilation,Special / Project,TOTAL,—,—,17.9,6.5,—,—,—,—,,,—,—,—,—,—,,,,,,,,,,,,,,,,,,,,,—,wall,
A4-18,courtyard_tree_structural_planter,courtyard,slab_top_to_bottom,Courtyard Tree Planter,Special / Project,1,Engineered Soil (Tree Root Zone),Lightweight engineered soil for large trees - min. 36 in depth after settlement,36,0,Soil -------> filter fabric + drainage layer - placed + compacted in lifts,N/A (placed),N/A,GRAVEL_SOIL,GRAVEL_SOIL,,N/A,N/A,N/A,Placed per landscape spec - saturated density coordinated with structural,Continuous,,,,,,,,,,,18,,COURTYARD TREE SYSTEM,p-GRAVEL_SOIL,"[{""nx"":0.5323624595469255,""ny"":0.8742857142857143,""nw"":0.08737864077669903,""nh"":0.03428571428571429,""nlx"":0.5760517799352751,""nly"":0.8914285714285715}]","[{""nx"":0.6388888888888888,""ny"":0.5173611111111112,""nw"":0.12962962962962962,""nh"":0.12152777777777778,""nlx"":0.7037037037037037,""nly"":0.578125}]",FLOOR,0,↓ PLANTING MEDIUM,↑ STRUCTURE,Treat as roof-like structural load; 3 ft min soil depth for courtyard trees; coordinate with geotech for dead + live loads on slab below,floor,
A4-18,courtyard_tree_structural_planter,courtyard,slab_top_to_bottom,Courtyard Tree Planter,Special / Project,2,Root Barrier,HDPE root barrier 60 mil - heat-welded seams - turned up at drains,0.0625,0,Barrier -------> structural waterproofing below - continuous,Heat-welded laps,N/A,MEMBRANE,MEMBRANE,,N/A,N/A,N/A,2 in min welded lap - no field tape splices at critical laps,Continuous,,,,,,,,,,,,,,,,,,,,,Prevent root intrusion to waterproofing and drains; integrate with A4-16 root barrier where systems abut,floor,
A4-18,courtyard_tree_structural_planter,courtyard,slab_top_to_bottom,Courtyard Tree Planter,Special / Project,3,Drainage Layer,LECA or geocomposite drainage mat - min. 4 in equivalent,4,0,Drainage -------> structural slab slope to weep / drain,N/A (loose),N/A,GRAVEL_SOIL,GRAVEL_SOIL,,N/A,N/A,N/A,Slope min 1% to collection; wrapped in geotextile,Continuous,,,,,,,,,,,,,,,,,,,,,Tie to A4-15 reuse or storm per civil; no ponding on waterproofing membrane,floor,
A4-18,courtyard_tree_structural_planter,courtyard,slab_top_to_bottom,Courtyard Tree Planter,Special / Project,4,Waterproofing Assembly,Liquid-applied polyurethane or hot fluid-applied rubberized asphalt - two-coat + protection board,0.5,0,Membrane -------> structural concrete slab - fully adhered,Roller or spray per mfr,N/A,MEMBRANE,MEMBRANE,,N/A,N/A,N/A,Flood-test 24 hr before soil placement; turn up at walls min 8 in,Continuous,,,,,,,,,,,,,,,,,,,,,Structurally similar to intensive green roof; coordinate all penetrations with structural slab pour,floor,
A4-18,courtyard_tree_structural_planter,courtyard,slab_top_to_bottom,Courtyard Tree Planter,Special / Project,5,Reinforced Structural Slab,Cast-in-place reinforced or post-tensioned concrete slab - depth per structural design,10,0.4,Slab -------> transfer beams or foundation walls below - cast monolithic,Cast in place,N/A,CONCRETE,CONCRETE,,Per engineer,Per engineer,N/A,Reinforcing per structural drawings - double mat if required,Continuous,,,,,,,,,,,,,,,,,,,,,Courtyard planter slab spans column / wall grid; coordinate openings for drains; link to A4-19 where podium transitions; deflection limits per landscape,floor,
A4-18,courtyard_tree_structural_planter,courtyard,slab_top_to_bottom,Courtyard Tree Planter,Special / Project,TOTAL,—,—,50.5625,0.4,—,—,—,—,,,—,—,—,—,—,,,,,,,,,,,,,,,,,,,,,—,floor,
A4-19,podium_transfer_slab,podium,slab_top_to_bottom,Podium Transfer Slab,Structural System,1,Parking / Podium Wear Surface,Traffic topping or sealed concrete wear slab over waterproofing as applicable,2,0,Wear layer -------> structural podium slab - bonded or unbonded as designed,Cast or trowel applied,N/A,CONCRETE,CONCRETE,,N/A,N/A,N/A,Control joints aligned with structure below; slope to drain min 1.5%,Continuous,,,,,,,,,,,19,,PODIUM / TRANSFER SLAB,p-CONCRETE,"[{""nx"":0.09223300970873786,""ny"":0.9114285714285715,""nw"":0.42394822006472493,""nh"":0.008571428571428572,""nlx"":0.3042071197411003,""nly"":0.9157142857142857}]",[],FLOOR,0,↓ FINISH / WEAR,↑ STRUCTURE,Coordinate level changes with A4-07 (not parking/podium scope).,floor,
A4-19,podium_transfer_slab,podium,slab_top_to_bottom,Podium Transfer Slab,Structural System,2,Structural Podium Slab,Post-tensioned or conventionally reinforced concrete slab - parking level,12,0,Slab -------> transfer beams and columns below - cast in place,Cast in place,N/A,CONCRETE,CONCRETE,,Per engineer,Per engineer,N/A,Two-way action per structural; openings for MEP sleeves coordinated,Continuous,,,,,,,,,,,,,,,,,,,,,Single primary concrete deck system for parking / retail podium; thickness per engineer,floor,
A4-19,podium_transfer_slab,podium,slab_top_to_bottom,Podium Transfer Slab,Structural System,3,Transfer Beams / Girders,Deep concrete transfer girders - steel transfer optional only if shown on structural drawings,24,0,Beams -------> column capitals or walls - monolithic with slab,Cast in place + reinforcing,N/A,CONCRETE,CONCRETE,,Per engineer,Per engineer,N/A,Shoring per structural sequence; fire rating as required,Per grid,,,,,,,,,,,,,,,,,,,,,Resolves parking column grid to residential CLT bearing grid above; coordinate with A4-01 and A4-22 at perimeter,floor,
A4-19,podium_transfer_slab,podium,slab_top_to_bottom,Podium Transfer Slab,Structural System,4,Column Transfers + Shear Walls,Concrete columns - core walls - or shear walls carrying vertical loads to foundation,18,0,Vertical support -------> footings or mat below - cast in place,Cast in place,N/A,CONCRETE,CONCRETE,,Per grid,Per grid,N/A,Architectural enclosure per A4-21 at perimeter below grade,Per grid,,,,,,,,,,,,,,,,,,,,,Essential for parking below + housing above; typical below-grade parking concrete column enclosure and fire rating: see A4-25; no hybrid systems beyond what structural documents show,floor,
A4-19,podium_transfer_slab,podium,slab_top_to_bottom,Podium Transfer Slab,Structural System,TOTAL,—,—,56.0,0,—,—,—,—,,,—,—,—,—,—,,,,,,,,,,,,,,,,,,,,,—,floor,
A4-20,foundation_footing_system,typical,slab_top_to_bottom,Footing System,Structural System,1,Strip Footing (Continuous Wall Bearing),Reinforced concrete strip footing under load-bearing CLT or concrete walls - width + depth per geotech,18,0,Footing -------> undisturbed soil or engineered fill - cast monolithic,Cast in place,N/A,CONCRETE,CONCRETE,,Per engineer,Per engineer,N/A,Key where required; lap splices per structural,Continuous,,,,,,,,,,,20,,FOOTING SYSTEM,p-CONCRETE,"[{""nx"":0.07928802588996764,""ny"":0.9914285714285714,""nw"":0.44983818770226536,""nh"":0.011428571428571429,""nlx"":0.156957928802589,""nly"":0.9971428571428571}]",[],FLOOR,0,↓ FINISH / WEAR,↑ STRUCTURE,Size for bearing pressure + frost heave; bottom elevation below local frost depth per geotech report,floor,
A4-20,foundation_footing_system,typical,slab_top_to_bottom,Footing System,Structural System,2,Isolated Pad Footing (Columns),Reinforced concrete pad under parking / podium columns - stepped if required,48.0,0,Pad -------> bearing stratum - cast on compacted base,Cast in place,N/A,CONCRETE,CONCRETE,,Per engineer,Per engineer,N/A,Piering or piles if bearing inadequate - per geotech,Per column,,,,,,,,,,,,,,,,,,,,,Coordinate with A4-19 column grid and A4-25 basement column typical; verify uplift and lateral at tall portions,floor,
A4-20,foundation_footing_system,typical,slab_top_to_bottom,Footing System,Structural System,3,Retaining Footing / Toe + Heel,Key footing at retaining conditions - drain at heel - frost protection at toe,20,0,Footing -------> retaining wall stem - monolithic or keyed joint,Cast in place,N/A,CONCRETE,CONCRETE,,Per engineer,Per engineer,N/A,Passive drainage at heel per civil; coordinate waterproofing with A4-21,Per wall,,,,,,,,,,,,,,,,,,,,,Tie to frost depth and retaining height; lateral earth + surcharge per geotech,floor,
A4-20,foundation_footing_system,typical,slab_top_to_bottom,Footing System,Structural System,TOTAL,—,—,58.0,0,—,—,—,—,,,—,—,—,—,—,,,,,,,,,,,,,,,,,,,,,—,floor,
A4-21,foundation_wall_below_grade,typical,wall_interior_to_exterior,Foundation Wall,Structural System,1,Exterior Waterproofing,Fully adhered sheet or fluid-applied waterproofing - protection board,0.375,0,Waterproofing -------> concrete wall exterior - prep per mfr,Roller or torch per mfr,N/A,MEMBRANE,MEMBRANE,,N/A,N/A,N/A,Continuous from footing to slab underside; detail all corners with reinforcement,Continuous,,,,,,,,,,,21,,FOUNDATION WALL,p-MEMBRANE,"[{""nx"":0.02750809061488673,""ny"":0.9428571428571428,""nw"":0.009708737864077669,""nh"":-0.02857142857142857,""nlx"":0.032362459546925564,""nly"":0.8571428571428571}]",[],WALL,0,,,Required at retaining and high water table conditions; tie to A4-18 and A4-07 slab edge,wall,
A4-21,foundation_wall_below_grade,typical,wall_interior_to_exterior,Foundation Wall,Structural System,2,Drainage Composite + Perimeter Drain,HDPE drainage mat or board + 4 in perforated drain to daylight or sump,4,0,Drainage -------> free-draining backfill - continuous,Perimeter drain fittings,N/A,GRAVEL_SOIL,GRAVEL_SOIL,,N/A,N/A,N/A,Geotextile wrap; min 12 in clear crushed stone outboard,Continuous,,,,,,,,,,,,,,,,,,,,,Relieve hydrostatic pressure; connect to civil storm; coordinate with A4-20 retaining footings,wall,
A4-21,foundation_wall_below_grade,typical,wall_interior_to_exterior,Foundation Wall,Structural System,3,Below-Grade Insulation (Optional),XPS or high-density mineral wool at interior or exterior per energy model,2,10,Insulation -------> wall face - adhered or mechanically fastened,Adhesive or fasteners,N/A,INSULATION,INSULATION,,N/A,N/A,N/A,Continuous at heated spaces; protect from backfill damage,Continuous,,,,,,,,,,,,,,,,,,,,,Thermal break at slab on grade per A4-07 at interior perimeter,wall,
A4-21,foundation_wall_below_grade,typical,wall_interior_to_exterior,Foundation Wall,Structural System,4,Cast-in-Place Concrete Wall,Reinforced concrete foundation wall - 8 in min - height per grade,8,0,Wall -------> footing top - cast monolithic to footing key,Cast in place,N/A,CONCRETE,CONCRETE,,Per engineer,Per engineer,N/A,Construction joints with waterstop; lap all vertical bars per structural,Continuous,,,,,,,,,,,,,,,,,,,,,Below-grade enclosure for parking / storage; coordinate penetrations with A4-15 piping,wall,
